,category,input,true,pred,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16
http://dbpedia.org/resource/Jean-Baptiste-Siméon_Chardin,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8979, 23, 3552, 8980, 32, 25, 276, 23, 1, 83, 298, 136, 30, 7, 167, 140, 8, 642, 6114, 293, 1805, 1738, 3503, 8981, 969, 3054, 8982, 488, 4735, 7250, 6]",1,1,-0.9484681,-2.150787,-2.1127844,2.2561123,2.5894482,1.8013178,2.681729,2.4480464,2.4883893,-0.45313066,-1.817243,2.3618777,-1.7768335,-2.3106833,-2.6676621,2.1642275
http://dbpedia.org/resource/André_Lhote,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1537, 5353, 33, 20, 23, 1197, 1, 184, 126, 54, 73, 136, 30, 7, 110, 249, 111, 84, 2]",1,1,-0.6223389,-2.3087316,-1.3132485,2.099371,1.7954279,1.8885939,2.177493,1.6173195,2.2601953,-0.0925075,-1.9683856,2.1130664,-1.7676023,-1.9140009,-1.9682996,1.6800873
http://dbpedia.org/resource/Abraham_Bosse,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1676, 150, 28, 23, 3, 199, 141, 1145, 7, 539]",0,0,0.34769216,-0.45567122,0.24822803,0.105868146,-0.23410091,0.50953555,-0.3033264,0.19477804,-0.2621249,-1.0093327,-0.26918355,-0.087336615,-0.020245561,0.06691836,0.37158713,-0.21954758
http://dbpedia.org/resource/René_Laloux,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1818, 33, 22, 23, 3587, 1410, 98, 166]",0,0,0.08074413,0.31717503,0.7712228,-0.3051767,-0.4994896,-0.28044245,-0.57867974,-0.34732586,-0.5234051,0.24803208,0.53064317,-0.5388684,0.5337295,0.589988,0.6779327,-0.64808744
http://dbpedia.org/resource/Hippolyte_Lazerges,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 469, 2264, 6154, 23, 1, 545]",0,0,-1.5033039,0.21492708,-0.009787739,-0.1037084,-0.6001007,-0.6007293,-0.5898216,0.1060285,-0.4917429,1.1102294,0.8849222,-0.5575676,0.04713479,0.5324723,0.5792126,-0.42558974
http://dbpedia.org/resource/Jean-Auguste-Dominique_Ingres,['http://dbpedia.org/resource/France'],"[54, 50, 1311, 387, 407, 1268, 1224, 304, 671, 93, 106, 2701, 78, 2, 4281, 947, 1384, 3308, 4, 2379, 99, 777, 43, 326, 188, 295, 93, 431, 1252, 1589, 17, 151, 9, 72, 4775, 3911, 151, 31, 7327, 697, 326, 44, 784, 226, 494, 2830, 303, 278, 1730, 577, 1140, 30, 127, 151, 965, 401, 897, 1547, 8, 43, 431, 525, 235, 31, 6170, 6171, 137, 767, 107, 125, 8, 177, 1307, 1012, 257, 58, 1, 437, 1405, 387, 431, 9, 340, 7328, 490, 955, 2648, 944, 896, 15, 94, 185, 6172, 767, 125, 8, 1726, 177, 7329, 54, 58, 1098, 842, 236, 434, 306, 196, 3601, 1683, 3309, 969, 9092, 149, 1370, 733, 156, 3310, 23, 41, 151, 242, 43, 1149, 51, 45, 50, 13, 2237, 38, 960, 572, 130, 530, 801, 444, 1976, 86, 106, 54, 215, 1817, 2536, 222, 86, 677, 8, 384, 1088, 1049, 76]",1,1,-0.3860688,-1.4509851,-1.430288,1.1995198,2.126751,1.4534364,1.8949139,1.5671407,1.8189241,-0.5024872,-1.5525941,1.8657763,-1.139698,-1.7663351,-1.895416,1.8245339
http://dbpedia.org/resource/Pierre-Auguste_Renoir,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4732, 1894, 23, 7330, 9090, 28, 25, 23, 3, 155, 1, 485, 308, 31, 1121, 233, 5400, 3912, 499, 1894, 1160, 585, 442, 7157, 1906, 1581, 9093, 158, 408, 956, 1894, 550, 469, 1894, 2074, 3, 1373, 1894, 1684, 550, 1373, 1894, 165, 956]",1,1,-0.7137624,-1.9285809,-1.8330373,1.9440993,2.6560085,1.8290722,2.386764,2.4190583,2.3672268,-1.4401811,-1.8227743,2.3003035,-1.6086022,-2.1704853,-2.551658,2.0543852
http://dbpedia.org/resource/Arman,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7348, 32, 26, 3928, 11, 3, 4, 4790, 7349, 2135, 94, 7348, 1, 112, 320, 496, 830, 177, 5417, 3289, 320, 810, 36, 5, 496]",0,0,-0.21893674,0.83234555,0.007774911,-0.34537095,-0.5985051,-0.7120956,-0.573249,-0.45160654,-0.6203915,1.1766443,0.89614147,-0.6704793,0.4657294,0.58389616,0.53122246,-0.47241563
http://dbpedia.org/resource/Hermine_David,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 295, 27, 43, 25, 23, 1]",0,0,-2.2584875,0.25029647,-1.0028989,0.22967996,-0.5374504,-0.30586344,-0.463114,0.5192444,-0.3990258,2.6327357,0.87162846,-0.35369077,-0.40654925,0.18144408,0.42140248,0.20132042
http://dbpedia.org/resource/Jean-Baptiste_Perronneau,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1881, 150, 32, 23, 1, 563, 54, 970, 1319]",0,0,-1.1018995,-0.7004782,-0.41153654,0.35625175,-0.19237398,0.587123,-0.08880796,0.42674303,-0.09984441,-0.09719249,-0.5351095,0.26406395,-0.7422557,-0.2303191,0.044315625,0.4643195
http://dbpedia.org/resource/Joseph_Duplessis,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 27, 23, 1, 5, 3832, 54]",0,0,-2.0712976,-0.44962686,-1.0523956,0.59938735,-0.36573777,0.36884603,-0.23138511,0.60909927,-0.29234144,1.3860989,0.016836667,0.057310507,-0.8509481,-0.2671722,0.18551683,0.45849577
http://dbpedia.org/resource/Dora_Maar,['http://dbpedia.org/resource/France'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6212, 9176, 32, 33, 5, 5447, 6213, 23, 256, 1, 132, 670, 1628, 1075, 947, 6213, 954, 211, 5448, 8, 47, 58, 5447, 6213, 5447, 6213, 4689]",1,1,-0.38231573,-1.6354461,-1.1229753,1.2136605,1.7495935,1.4597583,2.0013988,1.5969576,1.9574621,0.056857217,-1.7001239,1.8805823,-1.4099071,-1.7556975,-1.8930696,1.7396467
