,category,input,true,pred,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16
http://dbpedia.org/resource/T._C._Steele,['http://dbpedia.org/resource/United_States'],"[0, 0, 0, 0, 2141, 3540, 3864, 39, 33, 11, 308, 1, 5, 1238, 73, 3864, 3266, 944, 11, 4709, 9, 12, 116, 8952, 3267, 88, 65, 419, 9, 3864, 715, 1376, 128, 3541, 3866, 686, 795, 2, 1601, 8953, 48, 123, 119, 763, 1960, 764, 43, 94, 1734, 2368, 764, 149, 340, 2244, 7, 740, 7226, 1117, 2, 2669, 153, 244, 14, 3864, 6, 470, 211, 879, 119, 47, 55, 4241, 764, 291, 1060, 432, 3267, 65, 77, 291, 1734, 2368, 764, 149, 340, 123, 814, 69, 18, 924, 925, 1206, 1141, 1061, 123, 764, 157, 296, 265, 3864, 6, 341, 1266, 212, 5336, 8, 128, 146, 229, 7227, 5337, 21, 1238, 2, 1238, 225, 21, 3542, 21, 2, 300, 406, 838, 21, 2, 1238, 85, 2, 21, 1238, 103, 284, 3864, 1056, 387, 765, 3867, 171, 1238, 85, 419, 3864, 621, 1374, 2506, 13, 37, 48, 41, 122]",1,0,1.0245292,1.5750685,0.72255087,-0.79618335,-0.99855447,-1.6575546,-0.82660955,-0.9576999,-0.9540144,0.036139056,1.7636781,-1.1318057,1.4421662,1.0999801,0.81169647,-1.417852
http://dbpedia.org/resource/Larry_Rivers,['http://dbpedia.org/resource/United_States'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4246, 2353, 4, 29, 29, 11, 3, 414, 550, 3051, 408, 2353, 2511, 2245, 1532, 13, 37, 57, 8967, 420, 614, 192]",1,0,-0.21313472,0.5268384,0.33110502,-0.45896488,-0.5082325,-0.83066744,-0.6238423,-0.45810392,-0.63087744,-0.3719132,0.6999185,-0.67632526,0.45003963,0.68694454,0.8182767,-0.7248099
http://dbpedia.org/resource/Eugene_Leake,['http://dbpedia.org/resource/United_States'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2520, 9022, 809, 29, 20, 62, 1, 329, 3061, 190, 171, 2, 6, 668, 3570, 2682, 1245, 62, 306, 2062, 74, 2, 61, 70, 26, 1967, 2126, 1968, 217, 1274, 3883, 70, 9022, 3043, 62, 9023, 2841, 1674, 2683, 8, 9024, 1094, 558, 12, 71, 7276, 2382, 62, 501, 9022, 2842, 420, 442, 11, 14, 670, 2843, 277, 6, 9025, 2844, 133, 735, 89, 298, 108, 6134, 49, 10, 23, 62, 3, 2673, 3884, 4260, 9, 3062, 145, 8977, 1899, 5324, 4261, 1968, 2521, 217, 170, 7277, 1540, 1612, 2522, 1656, 7278, 7279, 2154, 488, 671, 3571, 505, 2684, 5369, 2347, 177, 3054, 1209, 1243, 1969, 571, 3885, 3572, 2253, 5370, 3063, 1473, 3064, 4262, 573, 3287]",0,0,0.5960318,-0.71487737,-0.07451617,0.039676797,1.5068504,0.6889108,0.81270295,0.65076494,0.96009314,-1.4768746,-0.9963348,0.8357032,-0.12162486,-0.77473956,-0.6396565,0.77987474
http://dbpedia.org/resource/Herb_Roe,['http://dbpedia.org/resource/United_States'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9035, 4, 1, 973, 2688, 267, 493, 243, 133, 8, 2050, 4752, 171, 2, 122, 4752, 1519, 531, 72, 2845, 381, 3, 283, 45, 267, 370, 2246, 2, 68, 322, 1474, 1734]",0,0,1.493121,1.0275304,1.1993426,-1.0079331,-0.6344696,-1.0756621,-0.806529,-1.223279,-0.79543376,-0.61335945,0.9556462,-0.9952518,1.1966982,1.0562768,0.7977204,-1.1929158
http://dbpedia.org/resource/Gloria_Stuart,['http://dbpedia.org/resource/United_States'],"[589, 1952, 573, 7293, 300, 406, 13, 37, 57, 817, 98, 6142, 1960, 505, 3582, 189, 319, 188, 47, 2156, 319, 410, 1346, 251, 7294, 398, 553, 1422, 7295, 3583, 7296, 1525, 577, 1093, 2138, 4271, 1347, 7, 3295, 708, 1263, 1375, 2043, 179, 535, 1677, 98, 68, 1199, 2526, 2258, 843, 13, 197, 306, 5377, 6142, 2387, 1007, 70, 3889, 1677, 1742, 1539, 68, 3858, 68, 3, 127, 69, 3584, 527, 8, 9040, 1210, 113, 842, 179, 564, 142, 189, 698, 107, 38, 109, 146, 300, 406, 838, 21, 2, 891, 21, 2, 1677, 2157, 242, 1539, 138, 3585, 86, 4757, 1743, 47, 478, 2849, 196, 93, 203, 733, 2850, 1423, 3032, 6143, 933, 911, 6140, 6141, 4756, 661, 189, 3890, 3580, 542, 1160, 98, 579, 4758, 934, 53, 4759, 39, 1026, 419, 1539, 2, 3891, 1677, 1653, 3296, 218, 865, 280, 4686, 40, 3294, 2835, 1536, 1614, 997]",0,0,0.8396264,1.0321186,1.0007104,-1.0509694,-0.81322265,-1.2767826,-0.8021548,-1.0589288,-0.85659033,-0.8878184,1.0333172,-0.93991584,1.2292794,0.9569756,0.7323918,-1.0412223
http://dbpedia.org/resource/Ian_Hornak,['http://dbpedia.org/resource/United_States'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3068, 20, 25, 11, 437, 1, 141, 12, 299, 14, 3893, 3894, 69, 2, 606]",0,0,0.49769083,-0.17014517,0.47829548,-0.20676896,-0.22396494,0.531077,-0.18559174,-0.21948232,-0.094371274,-0.39276537,-0.23161015,-0.102085404,-0.14889722,0.20566346,0.38715285,-0.30837968
http://dbpedia.org/resource/Ariana_Richards,['http://dbpedia.org/resource/United_States'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3588, 4, 39, 11, 1, 332, 710, 36, 5, 411, 98, 928, 3588, 86, 239, 3, 361, 1539, 583, 1476, 990, 228, 2, 68]",0,0,1.606067,1.6312714,1.0591409,-1.130672,-0.98114204,-1.5904888,-0.88787824,-1.375756,-0.9278502,-0.038853794,1.5178007,-1.066738,1.5001616,1.0755142,0.83277416,-1.324512
http://dbpedia.org/resource/Jill_Gibson,['http://dbpedia.org/resource/United_States'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9050, 5385, 4, 34, 11, 544, 1415, 256, 1, 52, 253, 5, 1477, 6, 368, 1679, 1478, 40, 364, 936, 88, 7, 12, 482, 3898, 1312, 6150, 477, 803]",0,0,0.7913066,0.21684352,0.7479854,-0.5200439,-0.28200078,-0.16271605,-0.36515293,-0.52978957,-0.45959076,-0.4389443,-0.058216464,-0.3577728,0.37623572,0.45068207,0.46020955,-0.35608912
http://dbpedia.org/resource/Dan_Witz,['http://dbpedia.org/resource/United_States'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4765, 9056, 4, 988, 2159, 145, 466, 3, 243, 1, 628, 291, 839, 397, 2529, 162, 13, 37, 2160, 2693, 458, 1425, 9056, 3589, 110, 115, 138, 12, 1739, 466, 2, 63, 4765, 8, 515, 269, 191, 234, 174, 34, 3590, 4765, 9056, 9057, 1000, 45, 810, 5388, 117, 1372]",0,0,0.8104579,-0.21833871,0.61183745,-0.19143796,0.945452,0.8601708,0.55486244,0.35015467,0.8020839,-0.4296612,-0.8582828,0.55333775,-0.3249894,-0.52767485,-0.19454618,0.525933
http://dbpedia.org/resource/Townsend_Duryea,['http://dbpedia.org/resource/United_States'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7306, 25, 258, 7306, 28, 22, 1259, 3591, 3898, 1166, 178, 360, 30, 49, 1381, 612, 2694, 2393, 7306, 1896, 7306, 934, 7307, 2068, 40, 99, 56, 5, 7308, 79, 3056, 420, 614, 13, 37, 57]",0,0,0.07373128,-0.44126913,-0.107251,0.25959113,0.046574578,0.69627523,0.16993201,0.39926943,0.30413,0.25766528,-0.4302349,0.2814864,-0.48543656,-0.21186227,0.038850285,0.33080626
http://dbpedia.org/resource/Arthur_Beecher_Carles,['http://dbpedia.org/resource/United_States'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 588, 9070, 7312, 22, 11, 380, 1]",0,0,-0.8549754,0.42914808,-0.16417822,-0.1093216,-0.6497357,-0.4558691,-0.6192831,-0.24660331,-0.5370949,1.2770185,0.9822634,-0.6173354,0.2612057,0.5949471,0.6100567,-0.42687657
http://dbpedia.org/resource/Jim_Hodges_(artist),['http://dbpedia.org/resource/United_States'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2395, 4, 26, 13, 5391, 971, 3, 5, 2858, 318, 1579, 7313, 2265, 5392, 737, 7314, 9071]",0,0,0.4206037,0.45859897,0.77840465,-0.65800613,-0.6066535,-0.93397105,-0.6866628,-0.7669896,-0.8762473,-1.1216954,0.67128956,-0.80968595,0.8148148,0.697575,0.68551713,-0.9551797
